,mae_copy,loss,nmse_train,nmse,mse,mae,lossv,nmse_test,nmsev,msev,maev
2200,4.13332378,0.03373730,0.03373730,0.04178510,8.73156326,1.10754441,0.03372580,0.03372580,0.04177044,8.73059844,1.10706223
2300,4.13205081,0.03282119,0.03282119,0.04076789,8.37028769,1.08183676,0.03281019,0.03281019,0.04075386,8.36936481,1.08137553
2400,4.13285905,0.03196721,0.03196721,0.03981684,8.03826369,1.05738638,0.03195667,0.03195667,0.03980340,8.03737925,1.05694436
2500,4.13165255,0.03117621,0.03117621,0.03893420,7.73217650,1.03494706,0.03116608,0.03116608,0.03892129,7.73132742,1.03452272
2600,4.13408605,0.03044491,0.03044491,0.03811422,7.44941528,1.01408648,0.03043518,0.03043518,0.03810181,7.44859884,1.01367845
2700,4.13447163,0.02975547,0.02975547,0.03733948,7.18703403,0.99419660,0.02974609,0.02974609,0.03732753,7.18624782,0.99380368
2800,4.13548369,0.02911532,0.02911532,0.03661924,6.94297861,0.97569932,0.02910628,0.02910628,0.03660772,6.94222047,0.97532042
2900,4.13480347,0.02850889,0.02850889,0.03593760,6.71537379,0.95802504,0.02849823,0.02849823,0.03592361,6.71456780,0.95759508
3000,4.13427331,0.02794760,0.02794760,0.03531197,6.50358577,0.94170029,0.02793729,0.02793729,0.03529846,6.50280663,0.94128466
3100,4.13426365,0.02977942,0.02977942,0.03649523,7.11341189,0.95607684,0.02976944,0.02976944,0.03648215,7.11265788,0.95567461
3200,4.13416456,0.03069446,0.03069446,0.03766083,7.36130092,0.97447466,0.03068480,0.03068480,0.03764816,7.36057047,0.97408500
3300,4.13500821,0.03032585,0.03032585,0.03736092,7.16914651,0.96865116,0.03031648,0.03031648,0.03734863,7.16843819,0.96827331
3400,4.13379377,0.02991453,0.02991453,0.03698319,6.98045195,0.96042497,0.02990544,0.02990544,0.03697126,6.97976445,0.96005823
3500,4.13285738,0.02948235,0.02948235,0.03655340,6.79820397,0.95076302,0.02947352,0.02947352,0.03654181,6.79753611,0.95040675
3600,4.13358291,0.02904991,0.02904991,0.03611198,6.62444090,0.94046578,0.02904132,0.02904132,0.03610072,6.62379159,0.94011940
3700,4.13379380,0.02862297,0.02862297,0.03566113,6.45823304,0.93012954,0.02861461,0.02861461,0.03565017,6.45760127,0.92979252
3800,4.13278617,0.02820385,0.02820385,0.03521476,6.29963933,0.91947773,0.02819571,0.02819571,0.03520408,6.29902418,0.91914958
3900,4.13365911,0.02779671,0.02779671,0.03477902,6.14833209,0.90911546,0.02778781,0.02778781,0.03476705,6.14767523,0.90874767
4000,4.13197552,0.02740038,0.02740038,0.03434495,6.00389773,0.89885574,0.02739169,0.02739169,0.03433329,6.00325728,0.89849714
4100,4.13132625,0.02701854,0.02701854,0.03392438,5.86628159,0.88882237,0.02701007,0.02701007,0.03391300,5.86565676,0.88847251
4200,4.13213517,0.02665058,0.02665058,0.03352012,5.73482489,0.87903997,0.02664109,0.02664109,0.03350707,5.73415925,0.87864520
4300,4.13193377,0.02629781,0.02629781,0.03312757,5.60939178,0.86967640,0.02628854,0.02628854,0.03311483,5.60874163,0.86929081
4400,4.13087995,0.02595413,0.02595413,0.03274647,5.48924850,0.86030940,0.02594506,0.02594506,0.03273402,5.48861311,0.85993257
4500,4.13145811,0.02562084,0.02562084,0.03237133,5.37403299,0.85118587,0.02561198,0.02561198,0.03235915,5.37341173,0.85081742
4600,4.13221621,0.02529932,0.02529932,0.03200854,5.26382064,0.84239837,0.02529065,0.02529065,0.03199662,5.26321288,0.84203793
4700,4.13085641,0.02499163,0.02499163,0.03166366,5.15818562,0.83389491,0.02498315,0.02498315,0.03165200,5.15759079,0.83354213
4800,4.13170104,0.02469321,0.02469321,0.03132531,5.05698933,0.82572800,0.02468490,0.02468490,0.03131389,5.05640688,0.82538257
4900,4.13219444,0.02440452,0.02440452,0.03099724,4.95957418,0.81771249,0.02439638,0.02439638,0.03098606,4.95900362,0.81737411
5000,4.13272157,0.02412532,0.02412532,0.03067639,4.86597133,0.81001472,0.02411734,0.02411734,0.03066543,4.86541218,0.80968311
5100,4.13231244,0.02385426,0.02385426,0.03036515,4.77586436,0.80242744,0.02384588,0.02384588,0.03035338,4.77528654,0.80207204
5200,4.13227440,0.02359202,0.02359202,0.03006605,4.68915066,0.79500324,0.02358323,0.02358323,0.03005367,4.68855013,0.79462267
5300,4.13383475,0.02333931,0.02333931,0.02977387,4.60576083,0.78782834,0.02333069,0.02333069,0.02976172,4.60517163,0.78745496
5400,4.13381480,0.02309210,0.02309210,0.02948963,4.52509745,0.78081549,0.02308363,0.02308363,0.02947770,4.52451916,0.78044901
5500,4.13413478,0.02285138,0.02285138,0.02920862,4.44727561,0.77399669,0.02284306,0.02284306,0.02919691,4.44670783,0.77363688
5600,4.13398320,0.02261850,0.02261850,0.02893781,4.37223276,0.76736289,0.02261033,0.02261033,0.02892631,4.37167512,0.76700950
5700,4.13313540,0.02239199,0.02239199,0.02867631,4.29971385,0.76080098,0.02238396,0.02238396,0.02866501,4.29916599,0.76045379
5800,4.13312597,0.02217154,0.02217154,0.02841810,4.22956943,0.75445448,0.02216369,0.02216369,0.02840697,4.22903710,0.75411333
5900,4.13193720,0.02197129,0.02197129,0.02819222,4.16290565,0.74859758,0.02196357,0.02196357,0.02818127,4.16238234,0.74826221
6000,4.13208277,0.02177035,0.02177035,0.02796075,4.09778006,0.74285963,0.02176275,0.02176275,0.02794999,4.09726547,0.74252985
6100,4.13191783,0.02157408,0.02157408,0.02773353,4.03461022,0.73724101,0.02156661,0.02156661,0.02772295,4.03410407,0.73691663
6200,4.13158807,0.02138067,0.02138067,0.02750762,3.97318828,0.73161374,0.02137246,0.02137246,0.02749589,3.97266074,0.73125375
6300,4.13162704,0.02119440,0.02119440,0.02729060,3.91384307,0.72633230,0.02118632,0.02118632,0.02727905,3.91332390,0.72597803
6400,4.13113755,0.02101198,0.02101198,0.02707447,3.85618102,0.72115055,0.02100403,0.02100403,0.02706310,3.85566997,0.72080182
6500,4.13110534,0.02083311,0.02083311,0.02686292,3.80019071,0.71598790,0.02082529,0.02082529,0.02685173,3.79968752,0.71564453
6600,4.13090891,0.02065817,0.02065817,0.02665689,3.74585598,0.71088383,0.02065047,0.02065047,0.02664587,3.74536041,0.71054566
6700,4.13101585,0.02048712,0.02048712,0.02645533,3.69308093,0.70585579,0.02047953,0.02047953,0.02644447,3.69259275,0.70552266
6800,4.13052904,0.02032005,0.02032005,0.02625543,3.64191801,0.70098871,0.02031257,0.02031257,0.02624473,3.64143701,0.70066049
6900,4.13040695,0.02015617,0.02015617,0.02606260,3.59200868,0.69600763,0.02014880,0.02014880,0.02605205,3.59153465,0.69568417
7000,4.12958126,0.01999703,0.01999703,0.02587286,3.54356874,0.69135751,0.01998977,0.01998977,0.02586246,3.54310148,0.69103866
7100,4.12968904,0.01984047,0.01984047,0.02568668,3.49636252,0.68662484,0.01983331,0.01983331,0.02567644,3.49590184,0.68631048
7200,4.13003692,0.01968806,0.01968806,0.02550443,3.45045806,0.68202030,0.01968099,0.01968099,0.02549432,3.45000378,0.68171031
7300,4.12991476,0.01953875,0.01953875,0.02532484,3.40579613,0.67763673,0.01953179,0.01953179,0.02531487,3.40534807,0.67733099
7400,4.13069783,0.01939312,0.01939312,0.02515124,3.36231186,0.67324119,0.01938625,0.01938625,0.02514141,3.36186986,0.67293957
7500,4.13063486,0.01925147,0.01925147,0.02498025,3.32002798,0.66897312,0.01924469,0.01924469,0.02497055,3.31959187,0.66867552
7600,4.13005508,0.01911302,0.01911302,0.02481521,3.27877800,0.66485607,0.01910633,0.01910633,0.02480563,3.27834762,0.66456239
7700,4.12984404,0.01897858,0.01897858,0.02465347,3.23859395,0.66084938,0.01897198,0.01897198,0.02464402,3.23816917,0.66055952
7800,4.12993342,0.01884475,0.01884475,0.02449214,3.19935534,0.65678401,0.01883823,0.01883823,0.02448281,3.19893601,0.65649786
7900,4.13047771,0.01871402,0.01871402,0.02433471,3.16108711,0.65284890,0.01870758,0.01870758,0.02432550,3.16067308,0.65256638
8000,4.13008666,0.01858750,0.01858750,0.02418171,3.12382595,0.64904971,0.01858114,0.01858114,0.02417262,3.12341709,0.64877071
8100,4.12949116,0.01846214,0.01846214,0.02403015,3.08743189,0.64525965,0.01845586,0.01845586,0.02402117,3.08702808,0.64498410
8200,4.12884927,0.01833987,0.01833987,0.02388068,3.05188689,0.64154051,0.01833367,0.01833367,0.02387181,3.05148800,0.64126831
8300,4.12849922,0.01821944,0.01821944,0.02373436,3.01715007,0.63782427,0.01821331,0.01821331,0.02372560,3.01675598,0.63755535
8400,4.12840483,0.01810378,0.01810378,0.02359411,2.98331633,0.63433247,0.01809749,0.01809749,0.02358475,2.98291419,0.63404414
8500,4.12937544,0.01798840,0.01798840,0.02345303,2.95016862,0.63079417,0.01798218,0.01798218,0.02344378,2.94977120,0.63050923
8600,4.12884094,0.01787569,0.01787569,0.02331604,2.91778119,0.62730506,0.01786954,0.01786954,0.02330690,2.91738840,0.62702343
8700,4.12852382,0.01776543,0.01776543,0.02318156,2.88612914,0.62393818,0.01775935,0.01775935,0.02317253,2.88574086,0.62365978
8800,4.12824584,0.01765693,0.01765693,0.02304880,2.85516944,0.62060094,0.01765092,0.01765092,0.02303987,2.85478558,0.62032571
8900,4.12843358,0.01755089,0.01755089,0.02291942,2.82490651,0.61735065,0.01754495,0.01754495,0.02291059,2.82452696,0.61707851
9000,4.12820480,0.01744619,0.01744619,0.02279079,2.79531708,0.61413947,0.01744031,0.01744031,0.02278206,2.79494175,0.61387036
9100,4.12787317,0.01734719,0.01734719,0.02267139,2.76656936,0.61101752,0.01734138,0.01734138,0.02266276,2.76619815,0.61075136
9200,4.12746096,0.01724624,0.01724624,0.02254756,2.73818594,0.60790114,0.01724049,0.01724049,0.02253901,2.73781876,0.60763787
9300,4.12786312,0.01714788,0.01714788,0.02242629,2.71043909,0.60488133,0.01714219,0.01714219,0.02241784,2.71007586,0.60462089
9400,4.12828856,0.01706860,0.01706860,0.02233985,2.68532606,0.60237663,0.01706297,0.01706297,0.02233148,2.68496670,0.60211896
9500,4.12865531,0.01698435,0.01698435,0.02225023,2.65958164,0.59956586,0.01697878,0.01697878,0.02224195,2.65922605,0.59931091
9600,4.12771825,0.01689653,0.01689653,0.02214591,2.63376739,0.59686478,0.01689102,0.01689102,0.02213772,2.63341551,0.59661248
9700,4.12808993,0.01680838,0.01680838,0.02203899,2.60837671,0.59418121,0.01680292,0.01680292,0.02203089,2.60802845,0.59393151
9800,4.12851833,0.01672120,0.01672120,0.02193256,2.58343314,0.59146551,0.01671580,0.01671580,0.02192454,2.58308844,0.59121836
9900,4.12922772,0.01663546,0.01663546,0.02182674,2.55898226,0.58885862,0.01663012,0.01663012,0.02181880,2.55864104,0.58861397
10000,4.12909276,0.01654949,0.01654949,0.02172129,2.53497139,0.58617127,0.01654420,0.01654420,0.02171343,2.53463358,0.58592906
10100,4.12903751,0.01646561,0.01646561,0.02161667,2.51138720,0.58356442,0.01646037,0.01646037,0.02160889,2.51105274,0.58332461
10200,4.12862449,0.01638271,0.01638271,0.02151426,2.48826257,0.58097265,0.01637707,0.01637707,0.02150588,2.48791235,0.58070951
10300,4.12884553,0.01630138,0.01630138,0.02141385,2.46554740,0.57845241,0.01629579,0.01629579,0.02140555,2.46520058,0.57819182
10400,4.12855887,0.01622123,0.01622123,0.02131348,2.44328968,0.57597637,0.01621569,0.01621569,0.02130526,2.44294619,0.57571828
10500,4.12858646,0.01614167,0.01614167,0.02121567,2.42143257,0.57348199,0.01613591,0.01613591,0.02120697,2.42108101,0.57320921
10600,4.12849391,0.01653806,0.01653806,0.02154616,2.56013996,0.57856659,0.01653235,0.01653235,0.02153754,2.55979172,0.57829638
10700,4.12847673,0.01652370,0.01652370,0.02155662,2.54221221,0.57899711,0.01651776,0.01651776,0.02154772,2.54184996,0.57871863
10800,4.12885677,0.01647651,0.01647651,0.02151344,2.52184097,0.57803285,0.01647062,0.01647062,0.02150462,2.52148207,0.57775695
10900,4.12895936,0.01641980,0.01641980,0.02145323,2.50112024,0.57665380,0.01641397,0.01641397,0.02144449,2.50076464,0.57638043
11000,4.12913555,0.01635761,0.01635761,0.02138337,2.48051067,0.57503756,0.01635184,0.01635184,0.02137472,2.48015830,0.57476668
11100,4.12891883,0.01629409,0.01629409,0.02131030,2.46012597,0.57336869,0.01628836,0.01628836,0.02130173,2.45977677,0.57310025
11200,4.12797851,0.01622893,0.01622893,0.02123402,2.43989374,0.57159542,0.01622325,0.01622325,0.02122552,2.43954766,0.57132937
11300,4.12829313,0.01616229,0.01616229,0.02115531,2.41992338,0.56968268,0.01615667,0.01615667,0.02114689,2.41958036,0.56941899
11400,4.12836143,0.01609495,0.01609495,0.02107439,2.40021673,0.56773837,0.01608938,0.01608938,0.02106604,2.39987672,0.56747699
11500,4.12828400,0.01602803,0.01602803,0.02099362,2.38080534,0.56580468,0.01602251,0.01602251,0.02098534,2.38046829,0.56554557
11600,4.12837656,0.01596181,0.01596181,0.02091333,2.36170506,0.56386354,0.01595633,0.01595633,0.02090512,2.36137091,0.56360666
11700,4.12807559,0.01589556,0.01589556,0.02083344,2.34286406,0.56188735,0.01589013,0.01589013,0.02082530,2.34253277,0.56163267
11800,4.12789352,0.01582918,0.01582918,0.02075264,2.32431626,0.55986695,0.01582342,0.01582342,0.02074393,2.32397223,0.55959126
11900,4.12814139,0.01576333,0.01576333,0.02067178,2.30608738,0.55787348,0.01575762,0.01575762,0.02066314,2.30574623,0.55760010
12000,4.12820911,0.01569831,0.01569831,0.02059184,2.28813763,0.55593773,0.01569263,0.01569263,0.02058327,2.28779933,0.55566663
12100,4.12787660,0.01563366,0.01563366,0.02051200,2.27044009,0.55397909,0.01562804,0.01562804,0.02050350,2.27010458,0.55371023
12200,4.12775277,0.01556918,0.01556918,0.02043284,2.25299517,0.55197168,0.01556360,0.01556360,0.02042441,2.25266241,0.55170502
12300,4.12789748,0.01550649,0.01550649,0.02035556,2.23586340,0.55009234,0.01550095,0.01550095,0.02034720,2.23553334,0.54982785
12400,4.12737200,0.01544336,0.01544336,0.02027703,2.21895218,0.54814227,0.01543787,0.01543787,0.02026874,2.21862479,0.54787991
12500,4.12734890,0.01538113,0.01538113,0.02020017,2.20232588,0.54623912,0.01537569,0.01537569,0.02019195,2.20200111,0.54597886
12600,4.12723849,0.01531954,0.01531954,0.02012390,2.18593916,0.54433663,0.01531413,0.01531413,0.02011575,2.18561696,0.54407844
12700,4.12747319,0.01525933,0.01525933,0.02004927,2.16981122,0.54248621,0.01525398,0.01525398,0.02004117,2.16949156,0.54223006
12800,4.12774719,0.01519976,0.01519976,0.01997537,2.15390609,0.54064435,0.01519444,0.01519444,0.01996734,2.15358893,0.54039019
12900,4.12777564,0.01514054,0.01514054,0.01990182,2.13825616,0.53882224,0.01513526,0.01513526,0.01989385,2.13794146,0.53857006
13000,4.12791549,0.01508174,0.01508174,0.01982915,2.12282653,0.53699936,0.01507650,0.01507650,0.01982125,2.12251425,0.53674912
13100,4.12762307,0.01502362,0.01502362,0.01975616,2.10762737,0.53516918,0.01501842,0.01501842,0.01974831,2.10731747,0.53492085
13200,4.12817365,0.01496597,0.01496597,0.01968426,2.09266316,0.53340235,0.01496081,0.01496081,0.01967647,2.09235561,0.53315590
13300,4.12797092,0.01490912,0.01490912,0.01961354,2.07791156,0.53165401,0.01490377,0.01490377,0.01960535,2.07760004,0.53139590
13400,4.12776887,0.01485343,0.01485343,0.01954353,2.06337402,0.52990701,0.01484813,0.01484813,0.01953540,2.06306483,0.52965082
13500,4.12829246,0.01479864,0.01479864,0.01947449,2.04904282,0.52821861,0.01479340,0.01479340,0.01946640,2.04873751,0.52796567
13600,4.12865066,0.01474417,0.01474417,0.01940687,2.03490853,0.52652046,0.01473896,0.01473896,0.01939883,2.03460546,0.52626938
13700,4.12903953,0.01469015,0.01469015,0.01933887,2.02095741,0.52479832,0.01468498,0.01468498,0.01933089,2.02065655,0.52454908
13800,4.12930774,0.01463649,0.01463649,0.01927151,2.00724113,0.52310195,0.01463125,0.01463125,0.01926338,2.00693915,0.52284993
13900,4.12917549,0.01458369,0.01458369,0.01920472,1.99369229,0.52145078,0.01457849,0.01457849,0.01919665,1.99339248,0.52120058
14000,4.12923083,0.01453138,0.01453138,0.01913908,1.98031998,0.51980941,0.01452621,0.01452621,0.01913106,1.98002231,0.51956099
14100,4.12925157,0.01447950,0.01447950,0.01907374,1.96716202,0.51817222,0.01447437,0.01447437,0.01906579,1.96686646,0.51792556
14200,4.12937990,0.01442849,0.01442849,0.01900941,1.95418202,0.51657320,0.01442340,0.01442340,0.01900151,1.95388854,0.51632827
14300,4.12932838,0.01437794,0.01437794,0.01894634,1.94138024,0.51497867,0.01437288,0.01437288,0.01893850,1.94108881,0.51473546
14400,4.12925385,0.01432786,0.01432786,0.01888351,1.92872886,0.51339476,0.01432271,0.01432271,0.01887545,1.92843554,0.51314597
14500,4.12939427,0.01427882,0.01427882,0.01882103,1.91625341,0.51187204,0.01427371,0.01427371,0.01881303,1.91596212,0.51162496
14600,4.12972915,0.01423002,0.01423002,0.01875928,1.90395744,0.51032050,0.01422494,0.01422494,0.01875134,1.90366814,0.51007511
14700,4.12954804,0.01418113,0.01418113,0.01869747,1.89180617,0.50877174,0.01417609,0.01417609,0.01868958,1.89151884,0.50852802
14800,4.12964065,0.01413329,0.01413329,0.01863689,1.87979576,0.50725895,0.01412828,0.01412828,0.01862906,1.87951037,0.50701688
14900,4.12976315,0.01408571,0.01408571,0.01857666,1.86795081,0.50575379,0.01408042,0.01408042,0.01856844,1.86765950,0.50549859
15000,4.12991917,0.01403877,0.01403877,0.01851712,1.85627598,0.50426046,0.01403352,0.01403352,0.01850895,1.85598661,0.50400697
15100,4.12991472,0.01399203,0.01399203,0.01845788,1.84472667,0.50276178,0.01398681,0.01398681,0.01844977,1.84443921,0.50250996
15200,4.13018292,0.01394632,0.01394632,0.01839963,1.83334266,0.50132182,0.01394088,0.01394088,0.01839091,1.83304693,0.50105032
15300,4.13042121,0.01390066,0.01390066,0.01834131,1.82207602,0.49986335,0.01389526,0.01389526,0.01833265,1.82178222,0.49959362
15400,4.13033507,0.01385548,0.01385548,0.01828417,1.81097432,0.49841316,0.01384992,0.01384992,0.01827537,1.81067763,0.49813816
15500,4.13036312,0.01381065,0.01381065,0.01822741,1.80000480,0.49696805,0.01380513,0.01380513,0.01821867,1.79971001,0.49669480
15600,4.13060364,0.01376655,0.01376655,0.01817125,1.78918682,0.49557242,0.01376106,0.01376106,0.01816257,1.78889391,0.49530092
15700,4.13061109,0.01372304,0.01372304,0.01811560,1.77849260,0.49419284,0.01371759,0.01371759,0.01810698,1.77820156,0.49392307
15800,4.13051854,0.01368236,0.01368236,0.01806464,1.76803009,0.49288545,0.01367694,0.01367694,0.01805607,1.76774090,0.49261739
15900,4.13069276,0.01364016,0.01364016,0.01801123,1.75760797,0.49154199,0.01363478,0.01363478,0.01800271,1.75732059,0.49127561
16000,4.13054889,0.01359816,0.01359816,0.01795733,1.74732216,0.49020824,0.01359281,0.01359281,0.01794887,1.74703658,0.48994353
16100,4.13043323,0.01355629,0.01355629,0.01790411,1.73713961,0.48887180,0.01355097,0.01355097,0.01789570,1.73685580,0.48860873
16200,4.13015712,0.01351465,0.01351465,0.01785079,1.72708753,0.48755018,0.01350936,0.01350936,0.01784243,1.72680547,0.48728874
16300,4.12990567,0.01347405,0.01347405,0.01780009,1.71721094,0.48622367,0.01346880,0.01346880,0.01779179,1.71693062,0.48596383
16400,4.13022187,0.01343358,0.01343358,0.01774847,1.70741040,0.48492550,0.01342835,0.01342835,0.01774021,1.70713179,0.48466725
16500,4.12997642,0.01339323,0.01339323,0.01769696,1.69770086,0.48361492,0.01338804,0.01338804,0.01768876,1.69742393,0.48335823
16600,4.13003076,0.01335334,0.01335334,0.01764517,1.68811337,0.48234734,0.01334818,0.01334818,0.01763701,1.68783811,0.48209220
16700,4.12985310,0.01331354,0.01331354,0.01759442,1.67864082,0.48106803,0.01330842,0.01330842,0.01758631,1.67836721,0.48081441
16800,4.12983161,0.01327435,0.01327435,0.01754408,1.66927388,0.47980792,0.01326925,0.01326925,0.01753602,1.66900190,0.47955581
16900,4.13023979,0.01323556,0.01323556,0.01749470,1.66001591,0.47856348,0.01323049,0.01323049,0.01748668,1.65974553,0.47831287
17000,4.13024644,0.01319694,0.01319694,0.01744503,1.65084412,0.47731361,0.01319190,0.01319190,0.01743706,1.65057533,0.47706447
17100,4.12998836,0.01315878,0.01315878,0.01739615,1.64178088,0.47607996,0.01315377,0.01315377,0.01738823,1.64151367,0.47583227
17200,4.13020524,0.01312095,0.01312095,0.01734758,1.63281708,0.47485672,0.01311597,0.01311597,0.01733970,1.63255142,0.47461047
17300,4.13008301,0.01308275,0.01308275,0.01729863,1.62394459,0.47359824,0.01307780,0.01307780,0.01729080,1.62368047,0.47335342
17400,4.13010856,0.01304546,0.01304546,0.01725023,1.61518345,0.47239749,0.01304054,0.01304054,0.01724245,1.61492085,0.47215407
17500,4.13017600,0.01300863,0.01300863,0.01720269,1.60651605,0.47121567,0.01300374,0.01300374,0.01719495,1.60625495,0.47097364
17600,4.13035795,0.01297212,0.01297212,0.01715532,1.59794720,0.47003671,0.01296735,0.01296735,0.01714772,1.59768881,0.46979567
17700,4.13058424,0.01293573,0.01293573,0.01710838,1.58947153,0.46886770,0.01293084,0.01293084,0.01710063,1.58921107,0.46862041
17800,4.13068712,0.01289929,0.01289929,0.01706159,1.58109868,0.46767397,0.01289426,0.01289426,0.01705358,1.58083332,0.46741655
17900,4.13061472,0.01286389,0.01286389,0.01701591,1.57281448,0.46654290,0.01285889,0.01285889,0.01700795,1.57255060,0.46628691
18000,4.13053162,0.01282833,0.01282833,0.01697016,1.56460200,0.46536136,0.01282335,0.01282335,0.01696224,1.56433959,0.46510680
18100,4.13042661,0.01279323,0.01279323,0.01692465,1.55648105,0.46421991,0.01278814,0.01278814,0.01691653,1.55621610,0.46395812
18200,4.13052382,0.01275832,0.01275832,0.01687959,1.54845299,0.46309913,0.01275325,0.01275325,0.01687151,1.54818949,0.46283878
18300,4.13046910,0.01272370,0.01272370,0.01683515,1.54051148,0.46196784,0.01271866,0.01271866,0.01682712,1.54024942,0.46170891
18400,4.13019494,0.01268959,0.01268959,0.01679119,1.53266165,0.46087123,0.01268458,0.01268458,0.01678321,1.53240101,0.46061371
18500,4.12999176,0.01265598,0.01265598,0.01674744,1.52488001,0.45976717,0.01265099,0.01265099,0.01673950,1.52462079,0.45951105
18600,4.13019913,0.01262193,0.01262193,0.01670339,1.51718483,0.45864721,0.01261697,0.01261697,0.01669549,1.51692699,0.45839246
18700,4.13025941,0.01258864,0.01258864,0.01666081,1.50956795,0.45754685,0.01258370,0.01258370,0.01665296,1.50931150,0.45729346
18800,4.13024007,0.01255538,0.01255538,0.01661755,1.50203975,0.45645707,0.01255048,0.01255048,0.01660973,1.50178466,0.45620503
18900,4.13044870,0.01252247,0.01252247,0.01657477,1.49457141,0.45537608,0.01251759,0.01251759,0.01656700,1.49431767,0.45512537
19000,4.13059486,0.01248987,0.01248987,0.01653301,1.48718837,0.45430678,0.01248494,0.01248494,0.01652520,1.48693494,0.45405518
19100,4.13077089,0.01245763,0.01245763,0.01649107,1.47988416,0.45326482,0.01245273,0.01245273,0.01648330,1.47963206,0.45301453
19200,4.13100742,0.01242538,0.01242538,0.01644922,1.47263607,0.45220524,0.01242051,0.01242051,0.01644149,1.47238529,0.45195626
19300,4.13089713,0.01239341,0.01239341,0.01640789,1.46546970,0.45114910,0.01238856,0.01238856,0.01640020,1.46522021,0.45090141
19400,4.13093507,0.01236199,0.01236199,0.01636711,1.45837267,0.45011277,0.01235716,0.01235716,0.01635947,1.45812447,0.44986635
19500,4.13063117,0.01233064,0.01233064,0.01632623,1.45133823,0.44908654,0.01232584,0.01232584,0.01631862,1.45109130,0.44884139
19600,4.13057707,0.01229933,0.01229933,0.01628557,1.44438074,0.44805195,0.01229455,0.01229455,0.01627800,1.44413507,0.44780804
19700,4.13100114,0.01226826,0.01226826,0.01624563,1.43748554,0.44701219,0.01226351,0.01226351,0.01623810,1.43724112,0.44676952
19800,4.13113465,0.01223770,0.01223770,0.01620614,1.43067428,0.44600320,0.01223297,0.01223297,0.01619865,1.43043110,0.44576176
19900,4.13117084,0.01220712,0.01220712,0.01616613,1.42391306,0.44498289,0.01220227,0.01220227,0.01615845,1.42366774,0.44473515
20000,4.13107892,0.01217661,0.01217661,0.01612674,1.41723252,0.44397655,0.01217178,0.01217178,0.01611910,1.41698841,0.44373005
20100,4.13113800,0.01214671,0.01214671,0.01608758,1.41060135,0.44299152,0.01214191,0.01214191,0.01607997,1.41035846,0.44274624
